Date,D0,Value
2010-04,6J,1.2919999999999998
2010-04,7J,1.46
2010-04,8J,1.6119999999999999
2010-04,9J,1.746
2010-04,10J,1.865
2010-04,20J,2.392
2010-04,30J,2.381
2010-05,1J,0.177
2010-05,2J,0.35
2010-05,3J,0.53
2010-05,4J,0.708
2010-05,5J,0.88
2010-05,6J,1.043
2010-05,7J,1.195
2010-05,8J,1.334
2010-05,9J,1.46
2010-05,10J,1.5730000000000002
2010-05,20J,2.12
2010-05,30J,2.125
2010-06,1J,0.177
2010-06,2J,0.34700000000000003
2010-06,3J,0.525
2010-06,4J,0.7020000000000001
2010-06,5J,0.87
2010-06,6J,1.0270000000000001
2010-06,7J,1.169
2010-06,8J,1.297
2010-06,9J,1.41
2010-06,10J,1.5090000000000001
2010-06,20J,1.9509999999999998
2010-06,30J,1.983
2010-07,1J,0.337
2010-07,2J,0.40700000000000003
2010-07,3J,0.522
2010-07,4J,0.685
2010-07,5J,0.863
2010-07,6J,1.031
2010-07,7J,1.18
2010-07,8J,1.306
2010-07,9J,1.411
2010-07,10J,1.5
2010-07,20J,1.9169999999999998
2010-07,30J,2.057
2010-08,1J,0.44799999999999995
2010-08,2J,0.41600000000000004
2010-08,3J,0.43200000000000005
2010-08,4J,0.526
2010-08,5J,0.6559999999999999
2010-08,6J,0.792
2010-08,7J,0.9159999999999999
2010-08,8J,1.024
2010-08,9J,1.1159999999999999
2010-08,10J,1.192
2010-08,20J,1.555
2010-08,30J,1.6769999999999998
2010-09,1J,0.507
2010-09,2J,0.462
2010-09,3J,0.51
2010-09,4J,0.6459999999999999
2010-09,5J,0.809
2010-09,6J,0.9640000000000001
2010-09,7J,1.097
2010-09,8J,1.207
2010-09,9J,1.298
2010-09,10J,1.3719999999999999
2010-09,20J,1.716
2010-09,30J,1.8319999999999999
2010-10,1J,0.499
2010-10,2J,0.514
2010-10,3J,0.61
2010-10,4J,0.769
2010-10,5J,0.937
2010-10,6J,1.0859999999999999
2010-10,7J,1.21
2010-10,8J,1.31
2010-10,9J,1.392
2010-10,10J,1.4580000000000002
2010-10,20J,1.7619999999999998
2010-10,30J,1.8630000000000002
2010-11,1J,0.47700000000000004
2010-11,2J,0.46299999999999997
2010-11,3J,0.575
2010-11,4J,0.762
2010-11,5J,0.9570000000000001
2010-11,6J,1.129
2010-11,7J,1.272
2010-11,8J,1.3869999999999998
2010-11,9J,1.4809999999999999
2010-11,10J,1.558
2010-11,20J,1.91
2010-11,30J,2.028
2010-12,1J,0.44
2010-12,2J,0.44799999999999995
2010-12,3J,0.632
2010-12,4J,0.872
2010-12,5J,1.09
2010-12,6J,1.2670000000000001
2010-12,7J,1.4069999999999998
2010-12,8J,1.516
2010-12,9J,1.6030000000000002
2010-12,10J,1.6740000000000002
2010-12,20J,1.993
2010-12,30J,2.099
2011-01,1J,0.428
2011-01,2J,0.605
2011-01,3J,0.8109999999999999
2011-01,4J,1.0290000000000001
2011-01,5J,1.229
2011-01,6J,1.399
2011-01,7J,1.538
2011-01,8J,1.651
2011-01,9J,1.743
2011-01,10J,1.818
2011-01,20J,2.162
2011-01,30J,2.278
2011-02,1J,0.365
2011-02,2J,0.621
2011-02,3J,0.855
2011-02,4J,1.065
2011-02,5J,1.254
2011-02,6J,1.42
2011-02,7J,1.567
2011-02,8J,1.694
2011-02,9J,1.8030000000000002
2011-02,10J,1.8969999999999998
2011-02,20J,2.244
2011-02,30J,2.137
2011-03,1J,0.415
2011-03,2J,0.7020000000000001
2011-03,3J,0.95
2011-03,4J,1.163
2011-03,5J,1.3459999999999999
2011-03,6J,1.5019999999999998
2011-03,7J,1.636
2011-03,8J,1.751
2011-03,9J,1.848
2011-03,10J,1.931
2011-03,20J,2.262
2011-03,30J,2.214
2011-04,1J,0.479
2011-04,2J,0.758
2011-04,3J,1.003
2011-04,4J,1.2229999999999999
2011-04,5J,1.419
2011-04,6J,1.591
2011-04,7J,1.742
2011-04,8J,1.8730000000000002
2011-04,9J,1.986
2011-04,10J,2.083
2011-04,20J,2.472
2011-04,30J,2.375
2011-05,1J,0.33899999999999997
2011-05,2J,0.588
2011-05,3J,0.816
2011-05,4J,1.021
2011-05,5J,1.205
2011-05,6J,1.369
2011-05,7J,1.515
2011-05,8J,1.642
2011-05,9J,1.7530000000000001
2011-05,10J,1.849
2011-05,20J,2.256
2011-05,30J,2.213
2011-06,1J,0.35200000000000004
2011-06,2J,0.34700000000000003
2011-06,3J,0.505
2011-06,4J,0.7490000000000001
2011-06,5J,0.995
2011-06,6J,1.21
2011-06,7J,1.3869999999999998
2011-06,8J,1.5290000000000001
2011-06,9J,1.645
2011-06,10J,1.739
2011-06,20J,2.169
2011-06,30J,2.314
2011-07,1J,0.318
2011-07,2J,0.218
2011-07,3J,0.311
2011-07,4J,0.514
2011-07,5J,0.736
2011-07,6J,0.935
2011-07,7J,1.101
2011-07,8J,1.236
2011-07,9J,1.3459999999999999
2011-07,10J,1.436
2011-07,20J,1.847
2011-07,30J,1.985
2011-08,1J,0.045
2011-08,2J,0.155
2011-08,3J,0.28800000000000003
2011-08,4J,0.431
2011-08,5J,0.5720000000000001
2011-08,6J,0.706
2011-08,7J,0.831
2011-08,8J,0.9440000000000001
2011-08,9J,1.045
2011-08,10J,1.133
2011-08,20J,1.55
2011-08,30J,1.6
2011-09,1J,0.139
2011-09,2J,0.055
2011-09,3J,0.095
2011-09,4J,0.228
2011-09,5J,0.39299999999999996
2011-09,6J,0.5539999999999999
2011-09,7J,0.6970000000000001
2011-09,8J,0.818
2011-09,9J,0.919
2011-09,10J,1.003
2011-09,20J,1.396
2011-09,30J,1.5290000000000001
2011-10,1J,0.127
2011-10,2J,0.016
2011-10,3J,0.071
2011-10,4J,0.233
2011-10,5J,0.423
2011-10,6J,0.603
2011-10,7J,0.758
2011-10,8J,0.888
2011-10,9J,0.9940000000000001
2011-10,10J,1.082
2011-10,20J,1.492
2011-10,30J,1.63
2011-11,1J,0.149
2011-11,2J,0.003
2011-11,3J,0.02
2011-11,4J,0.154
2011-11,5J,0.326
2011-11,6J,0.493
2011-11,7J,0.638
2011-11,8J,0.76
2011-11,9J,0.861
2011-11,10J,0.945
2011-11,20J,1.331
2011-11,30J,1.46
2011-12,1J,0.155
2011-12,2J,0.013000000000000001
2011-12,3J,-0.011000000000000001
2011-12,4J,0.071
2011-12,5J,0.19899999999999998
2011-12,6J,0.335
2011-12,7J,0.461
2011-12,8J,0.57
2011-12,9J,0.662
2011-12,10J,0.74
2011-12,20J,1.109
2011-12,30J,1.234
2012-01,1J,0.191
2012-01,2J,0.102
2012-01,3J,0.084
2012-01,4J,0.146
2012-01,5J,0.249
2012-01,6J,0.363
2012-01,7J,0.474
2012-01,8J,0.573
2012-01,9J,0.66
2012-01,10J,0.735
2012-01,20J,1.103
2012-01,30J,1.229
2012-02,1J,0.18899999999999997
2012-02,2J,0.055999999999999994
2012-02,3J,0.022000000000000002
2012-02,4J,0.083
2012-02,5J,0.192
2012-02,6J,0.314
2012-02,7J,0.433
2012-02,8J,0.542
2012-02,9J,0.637
2012-02,10J,0.72
2012-02,20J,1.14
2012-02,30J,1.285
2012-03,1J,0.225
2012-03,2J,0.094
2012-03,3J,0.084
2012-03,4J,0.177
2012-03,5J,0.313
2012-03,6J,0.45299999999999996
2012-03,7J,0.579
2012-03,8J,0.687
2012-03,9J,0.778
2012-03,10J,0.8540000000000001
2012-03,20J,1.2109999999999999
2012-03,30J,1.331
2012-04,1J,0.205
2012-04,2J,0.039
2012-04,3J,0.008
2012-04,4J,0.087
2012-04,5J,0.21100000000000002
2012-04,6J,0.341
2012-04,7J,0.462
2012-04,8J,0.568
2012-04,9J,0.6579999999999999
2012-04,10J,0.735
2012-04,20J,1.104
2012-04,30J,1.229
2012-05,1J,0.122
2012-05,2J,-0.16399999999999998
2012-05,3J,-0.198
2012-05,4J,-0.087
2012-05,5J,0.067
2012-05,6J,0.215
2012-05,7J,0.344
2012-05,8J,0.45
2012-05,9J,0.5379999999999999
2012-05,10J,0.61
2012-05,20J,0.945
2012-05,30J,1.057
2012-06,1J,0.012
2012-06,2J,-0.344
2012-06,3J,-0.312
2012-06,4J,-0.131
2012-06,5J,0.069
2012-06,6J,0.245
2012-06,7J,0.39
2012-06,8J,0.507
2012-06,9J,0.601
2012-06,10J,0.6779999999999999
2012-06,20J,1.0290000000000001
2012-06,30J,1.147
2012-07,1J,0.038
2012-07,2J,-0.315
2012-07,3J,-0.348
2012-07,4J,-0.217
2012-07,5J,-0.043
2012-07,6J,0.12300000000000001
2012-07,7J,0.266
2012-07,8J,0.384
2012-07,9J,0.48100000000000004
2012-07,10J,0.561
2012-07,20J,0.932
2012-07,30J,1.056
2012-08,1J,0.025
2012-08,2J,-0.327
2012-08,3J,-0.361
2012-08,4J,-0.228
2012-08,5J,-0.05
2012-08,6J,0.11900000000000001
2012-08,7J,0.266
2012-08,8J,0.387
2012-08,9J,0.48700000000000004
2012-08,10J,0.569
2012-08,20J,0.9520000000000001
2012-08,30J,1.08
2012-09,1J,0.124
2012-09,2J,-0.095
2012-09,3J,-0.153
2012-09,4J,-0.08199999999999999
2012-09,5J,0.043
2012-09,6J,0.18
2012-09,7J,0.308
2012-09,8J,0.42100000000000004
2012-09,9J,0.518
2012-09,10J,0.599
2012-09,20J,0.995
2012-09,30J,1.129
2012-10,1J,0.146
2012-10,2J,-0.063
2012-10,3J,-0.136
2012-10,4J,-0.08199999999999999
2012-10,5J,0.034
2012-10,6J,0.168
2012-10,7J,0.29600000000000004
2012-10,8J,0.41200000000000003
2012-10,9J,0.512
2012-10,10J,0.597
2012-10,20J,1.015
2012-10,30J,1.158
2012-11,1J,0.11699999999999999
2012-11,2J,-0.1
2012-11,3J,-0.174
2012-11,4J,-0.125
2012-11,5J,-0.016
2012-11,6J,0.111
2012-11,7J,0.235
2012-11,8J,0.34700000000000003
2012-11,9J,0.445
2012-11,10J,0.53
2012-11,20J,0.9540000000000001
2012-11,30J,1.1
2012-12,1J,0.059000000000000004
2012-12,2J,-0.11599999999999999
2012-12,3J,-0.155
2012-12,4J,-0.092
2012-12,5J,0.017
2012-12,6J,0.14
2012-12,7J,0.261
2012-12,8J,0.37200000000000005
2012-12,9J,0.47
2012-12,10J,0.557
2012-12,20J,1.004
2012-12,30J,1.162
2013-01,1J,0.14
2013-01,2J,0.09300000000000001
2013-01,3J,0.10400000000000001
2013-01,4J,0.17600000000000002
2013-01,5J,0.282
2013-01,6J,0.397
2013-01,7J,0.51
2013-01,8J,0.614
2013-01,9J,0.7070000000000001
2013-01,10J,0.789
2013-01,20J,1.2209999999999999
2013-01,30J,1.374
2013-02,1J,0.13699999999999998
2013-02,2J,0.028999999999999998
2013-02,3J,-0.003
2013-02,4J,0.055999999999999994
2013-02,5J,0.16699999999999998
2013-02,6J,0.295
2013-02,7J,0.42
2013-02,8J,0.535
2013-02,9J,0.635
2013-02,10J,0.721
2013-02,20J,1.149
2013-02,30J,1.296
2013-03,1J,0.11900000000000001
2013-03,2J,-0.012
2013-03,3J,-0.048
2013-03,4J,0.021
2013-03,5J,0.145
2013-03,6J,0.28600000000000003
2013-03,7J,0.423
2013-03,8J,0.547
2013-03,9J,0.655
2013-03,10J,0.747
2013-03,20J,1.203
2013-03,30J,1.359
2013-04,1J,0.079
2013-04,2J,-0.079
2013-04,3J,-0.124
2013-04,4J,-0.065
2013-04,5J,0.048
2013-04,6J,0.17800000000000002
2013-04,7J,0.305
2013-04,8J,0.42100000000000004
2013-04,9J,0.523
2013-04,10J,0.612
2013-04,20J,1.06
2013-04,30J,1.215
2013-05,1J,0.07829818
2013-05,2J,-0.0600802
2013-05,3J,-0.06406628
2013-05,4J,0.03492494
2013-05,5J,0.17593642
2013-05,6J,0.32203382
2013-05,7J,0.45658798
2013-05,8J,0.57420521
2013-05,9J,0.67469112
2013-05,10J,0.75986748
2013-05,20J,1.17126227
2013-05,30J,1.3113595
2013-06,1J,0.07265734
2013-06,2J,-0.00622837
2013-06,3J,0.06182301
2013-06,4J,0.22164401
2013-06,5J,0.40660991
2013-06,6J,0.58186219
2013-06,7J,0.73479592
2013-06,8J,0.86366525
2013-06,9J,0.97095022
2013-06,10J,1.06024063
2013-06,20J,1.47968288
2013-06,30J,1.62118754
2013-07,1J,0.07649304
2013-07,2J,-0.01279698
2013-07,3J,0.04611136
2013-07,4J,0.20702462
2013-07,5J,0.40021082
2013-07,6J,0.58617177
2013-07,7J,0.74949072
2013-07,8J,0.88731675
2013-07,9J,1.00195943
2013-07,10J,1.09720884
2013-07,20J,1.54258758
2013-07,30J,1.69257508
2013-08,1J,0.09603539
2013-08,2J,-0.00792735
2013-08,3J,0.04990265
2013-08,4J,0.21796035
2013-08,5J,0.41997424
2013-08,6J,0.61373046
2013-08,7J,0.78324036
2013-08,8J,0.9258429
2013-08,9J,1.04418866
2013-08,10J,1.14236378
2013-08,20J,1.60057044
2013-08,30J,1.75481686
2013-09,1J,0.09619763
2013-09,2J,-0.02358015
2013-09,3J,0.01239803
2013-09,4J,0.16551628
2013-09,5J,0.36180453
2013-09,6J,0.55663643
2013-09,7J,0.73101938
2013-09,8J,0.88008406
2013-09,9J,1.00518068
2013-09,10J,1.10974866
2013-09,20J,1.60282254
2013-09,30J,1.76931137
2013-10,1J,0.1008528
2013-10,2J,-0.00033339
2013-10,3J,0.02063589
2013-10,4J,0.15000558
2013-10,5J,0.3281114
2013-10,6J,0.51309872
2013-10,7J,0.68416862
2013-10,8J,0.8339216
2013-10,9J,0.96174939
2013-10,10J,1.06986665
2013-10,20J,1.58807183
2013-10,30J,1.76389952
2013-11,1J,0.06378918
2013-11,2J,-0.07560888
2013-11,3J,-0.06074468
2013-11,4J,0.07712231
2013-11,5J,0.26612773
2013-11,6J,0.45997715
2013-11,7J,0.6372151
2013-11,8J,0.79099939
2013-11,9J,0.92142684
2013-11,10J,1.0312548000000001
2013-11,20J,1.5545741000000002
2013-11,30J,1.73185831
2013-12,1J,0.04519943
2013-12,2J,-0.07127951
2013-12,3J,-0.00212906
2013-12,4J,0.18937491
2013-12,5J,0.41927545
2013-12,6J,0.64084574
2013-12,7J,0.83586518
2013-12,8J,1.00085967
2013-12,9J,1.13843097
2013-12,10J,1.25296294
2013-12,20J,1.79049451
2013-12,30J,1.97181759
2014-01,1J,0.04356279
2014-01,2J,-0.10912433
2014-01,3J,-0.10965862
2014-01,4J,0.01471029
2014-01,5J,0.19556673
2014-01,6J,0.38728615
2014-01,7J,0.56726085
2014-01,8J,0.72694814
2014-01,9J,0.86492718
2014-01,10J,0.98286496
2014-01,20J,1.56050317
2014-01,30J,1.75837361
2014-02,1J,0.04947024
2014-02,2J,-0.07428698
2014-02,3J,-0.07294389999999999
2014-02,4J,0.03950911
2014-02,5J,0.20572606
2014-02,6J,0.38448502
2014-02,7J,0.55411954
2014-02,8J,0.70580261
2014-02,9J,0.83757126
2014-02,10J,0.95060976
2014-02,20J,1.50699186
2014-02,30J,1.6978474
2014-03,1J,0.08511609
2014-03,2J,-0.03094139
2014-03,3J,-0.0352475
2014-03,4J,0.06862424
2014-03,5J,0.2274817
2014-03,6J,0.40073688
2014-03,7J,0.56628535
2014-03,8J,0.71478701
2014-03,9J,0.84393358
2014-03,10J,0.95471884
2014-03,20J,1.49864007
2014-03,30J,1.6848732
2014-04,1J,0.10388926
2014-04,2J,0.00468943
2014-04,3J,-0.02131104
2014-04,4J,0.04717092
2014-04,5J,0.17438516
2014-04,6J,0.32553207
2014-04,7J,0.47816502
2014-04,8J,0.62059873
2014-04,9J,0.74811053
2014-04,10J,0.85983925
2014-04,20J,1.42802837
2014-04,30J,1.6251511
2014-05,1J,0.06972802
2014-05,2J,-0.02719937
2014-05,3J,-0.05561475
2014-05,4J,0.00168349
2014-05,5J,0.11419407
2014-05,6J,0.25192665
2014-05,7J,0.39482124
2014-05,8J,0.53166239
2014-05,9J,0.657177
2014-05,10J,0.76959865
2014-05,20J,1.37385185
2014-05,30J,1.59032792
2014-06,1J,0.09187296
2014-06,2J,0.03159775
2014-06,3J,0.00079944
2014-06,4J,0.03361326
2014-06,5J,0.11710385
2014-06,6J,0.2302703
2014-06,7J,0.35581388
2014-06,8J,0.48218722
2014-06,9J,0.60267543
2014-06,10J,0.71393399
2014-06,20J,1.35240184
2014-06,30J,1.58950016
2014-07,1J,0.10910633
2014-07,2J,0.03285181
2014-07,3J,-0.01281053
2014-07,4J,0.00875159
2014-07,5J,0.08234284
2014-07,6J,0.18504777
2014-07,7J,0.29880397
2014-07,8J,0.41212655
2014-07,9J,0.51875134
2014-07,10J,0.61587201
2014-07,20J,1.15020476
2014-07,30J,1.34279229
2014-08,1J,0.07810612
2014-08,2J,0.00064333
2014-08,3J,-0.02948922
2014-08,4J,0.00194905
2014-08,5J,0.07348955
2014-08,6J,0.16467673
2014-08,7J,0.26190394
2014-08,8J,0.35731839
2014-08,9J,0.44687878
2014-08,10J,0.52884217
2014-08,20J,0.99786694
2014-08,30J,1.17359336
2014-09,1J,0.05646349
2014-09,2J,-0.00901233
2014-09,3J,-0.03870457
2014-09,4J,-0.00780993
2014-09,5J,0.06862814
2014-09,6J,0.17021132
2014-09,7J,0.28102908
2014-09,8J,0.39092721
2014-09,9J,0.49431623
2014-09,10J,0.58865734
2014-09,20J,1.1127902
2014-09,30J,1.30316246
2014-10,1J,0.03614148
2014-10,2J,-0.04174117
2014-10,3J,-0.05304923
2014-10,4J,-0.00291301
2014-10,5J,0.08199769
2014-10,6J,0.18165367
2014-10,7J,0.2840238
2014-10,8J,0.38258864
2014-10,9J,0.47418194
2014-10,10J,0.55757455
2014-10,20J,1.03390374
2014-10,30J,1.21310009
2014-11,1J,-0.02185726
2014-11,2J,-0.13354372
2014-11,3J,-0.14505388
2014-11,4J,-0.09544871
2014-11,5J,-0.01640458
2014-11,6J,0.07416555
2014-11,7J,0.16644242
2014-11,8J,0.25520191
2014-11,9J,0.33787462
2014-11,10J,0.41342657
2014-11,20J,0.8519815000000001
2014-11,30J,1.01942794
2014-12,1J,-0.09425039999999998
2014-12,2J,-0.25915564
2014-12,3J,-0.28033759999999996
2014-12,4J,-0.20517949
2014-12,5J,-0.09208287
2014-12,6J,0.02572576
2014-12,7J,0.13384226
2014-12,8J,0.22782439
2014-12,9J,0.30767488
2014-12,10J,0.3750382
2014-12,20J,0.69740642
2014-12,30J,0.80674115
2015-01,1J,-0.6938551
2015-01,2J,-0.70233675
2015-01,3J,-0.68943341
2015-01,4J,-0.63058566
2015-01,5J,-0.5414699000000001
2015-01,6J,-0.43940036
2015-01,7J,-0.33603785
2015-01,8J,-0.23785676
2015-01,9J,-0.1478608
2015-01,10J,-0.06700954
2015-01,20J,0.37597895
2015-01,30J,0.53733354
2015-02,1J,-0.85310771
2015-02,2J,-0.79996005
2015-02,3J,-0.70788322
2015-02,4J,-0.5971152
2015-02,5J,-0.48041670000000003
2015-02,6J,-0.36554081
2015-02,7J,-0.25692455
2015-02,8J,-0.15684455
2015-02,9J,-0.06620233
2015-02,10J,0.01494662
2015-02,20J,0.45378682
2015-02,30J,0.59951643
2015-03,1J,-0.74270215
2015-03,2J,-0.79508629
2015-03,3J,-0.73078094
2015-03,4J,-0.60854414
2015-03,5J,-0.47461224
2015-03,6J,-0.34940099
2015-03,7J,-0.23964508
2015-03,8J,-0.14608598
2015-03,9J,-0.06717278
2015-03,10J,-0.00070754
2015-03,20J,0.31894557
2015-03,30J,0.42777714
2015-04,1J,-0.82939553
2015-04,2J,-0.77380154
2015-04,3J,-0.66669113
2015-04,4J,-0.54191391
2015-04,5J,-0.41725837
2015-04,6J,-0.30131586
2015-04,7J,-0.19754459
2015-04,8J,-0.10665323
2015-04,9J,-0.02797651
2015-04,10J,0.03975019
2015-04,20J,0.37687241
2015-04,30J,0.49105241
2015-05,1J,-0.83892421
2015-05,2J,-0.81135703
2015-05,3J,-0.73603689
2015-05,4J,-0.63574049
2015-05,5J,-0.52510732
2015-05,6J,-0.41326975
2015-05,7J,-0.30566686
2015-05,8J,-0.20529424
2015-05,9J,-0.11356147
2015-05,10J,-0.03087655
2015-05,20J,0.42165572
2015-05,30J,0.57130482
2015-06,1J,-0.9006511
2015-06,2J,-0.87884727
2015-06,3J,-0.78878304
2015-06,4J,-0.66312382
2015-06,5J,-0.52270825
2015-06,6J,-0.38042726
2015-06,7J,-0.24387773
2015-06,8J,-0.11717913
2015-06,9J,-0.00221277
2015-06,10J,0.10053865
2015-06,20J,0.63672446
2015-06,30J,0.79705352
2015-07,1J,-0.81920267
2015-07,2J,-0.79486001
2015-07,3J,-0.73203247
2015-07,4J,-0.64530708
2015-07,5J,-0.54517523
2015-07,6J,-0.43906898
2015-07,7J,-0.33214397
2015-07,8J,-0.22787183
2015-07,9J,-0.12848856
2015-07,10J,-0.03533324
2015-07,20J,0.53917572
2015-07,30J,0.7334035
2015-08,1J,-0.78366347
2015-08,2J,-0.7568436
2015-08,3J,-0.70450859
2015-08,4J,-0.63506683
2015-08,5J,-0.55491385
2015-08,6J,-0.46886436
2015-08,7J,-0.38049461
2015-08,8J,-0.29241412
2015-08,9J,-0.20648151
2015-08,10J,-0.12397577
2015-08,20J,0.44283131
2015-08,30J,0.66614038
2015-09,1J,-0.82084831
2015-09,2J,-0.79492863
2015-09,3J,-0.73971694
2015-09,4J,-0.66475485
2015-09,5J,-0.57728624
2015-09,6J,-0.48275734
2015-09,7J,-0.38521088
2015-09,8J,-0.28759747
2015-09,9J,-0.19202183
2015-09,10J,-0.09993741
2015-09,20J,0.54599468
2015-09,30J,0.81871864
2015-10,1J,-0.86584416
2015-10,2J,-0.8899171
2015-10,3J,-0.8676282
2015-10,4J,-0.81359984
2015-10,5J,-0.73878073
2015-10,6J,-0.65129921
2015-10,7J,-0.55712108
2015-10,8J,-0.46055859
2015-10,9J,-0.36466487
2015-10,10J,-0.27153993
2015-10,20J,0.38030518
2015-10,30J,0.64816773
2015-11,1J,-0.97926764
2015-11,2J,-1.04848012
2015-11,3J,-1.03509623
2015-11,4J,-0.97006161
2015-11,5J,-0.87473393
2015-11,6J,-0.76366168
2015-11,7J,-0.64656857
2015-11,8J,-0.52977721
2015-11,9J,-0.41723219
2015-11,10J,-0.31123437
2015-11,20J,0.34704663
2015-11,30J,0.59237638
2015-12,1J,-0.81482743
2015-12,2J,-0.78567952
2015-12,3J,-0.71992162
2015-12,4J,-0.63211198
2015-12,5J,-0.53252916
2015-12,6J,-0.42830584
2015-12,7J,-0.32427331
2015-12,8J,-0.22359108
2015-12,9J,-0.12821584
2015-12,10J,-0.03924985
2015-12,20J,0.50784389
2015-12,30J,0.70494752
2016-01,1J,-0.85791026
2016-01,2J,-0.88002799
2016-01,3J,-0.85622409
2016-01,4J,-0.80208611
2016-01,5J,-0.72905214
2016-01,6J,-0.64542158
2016-01,7J,-0.55712522
2016-01,8J,-0.46831385
2016-01,9J,-0.38180854
2016-01,10J,-0.29944502
2016-01,20J,0.2191451
2016-01,30J,0.38142197
2016-02,1J,-0.95787193
2016-02,2J,-1.0273944
2016-02,3J,-1.02392257
2016-02,4J,-0.97508633
2016-02,5J,-0.89990386
2016-02,6J,-0.81127762
2016-02,7J,-0.71778059
2016-02,8J,-0.62493943
2016-02,9J,-0.53615682
2016-02,10J,-0.45337318
2016-02,20J,0.02454007
2016-02,30J,0.16837347
2016-03,1J,-0.85718832
2016-03,2J,-0.86533201
2016-03,3J,-0.84258244
2016-03,4J,-0.79844334
2016-03,5J,-0.74017817
2016-03,6J,-0.67328916
2016-03,7J,-0.60189649
2016-03,8J,-0.5290393
2016-03,9J,-0.45691473
2016-03,10J,-0.38706775
2016-03,20J,0.08702387
2016-03,30J,0.24840527
2016-04,1J,-0.65447807
2016-04,2J,-0.80939872
2016-04,3J,-0.87447123
2016-04,4J,-0.83789377
2016-04,5J,-0.74465375
2016-04,6J,-0.63120071
2016-04,7J,-0.51807341
2016-04,8J,-0.41453916
2016-04,9J,-0.32357032
2016-04,10J,-0.24510809
2016-04,20J,0.14206807
2016-04,30J,0.27468289
2016-05,1J,-0.65539102
2016-05,2J,-0.80366881
2016-05,3J,-0.86626448
2016-05,4J,-0.83746158
2016-05,5J,-0.75783459
2016-05,6J,-0.65834736
2016-05,7J,-0.55648145
2016-05,8J,-0.46065931
2016-05,9J,-0.37420365
2016-05,10J,-0.29782251
2016-05,20J,0.10089978
2016-05,30J,0.24152715
2016-06,1J,-0.77364615
2016-06,2J,-0.99751147
2016-06,3J,-1.09468249
2016-06,4J,-1.06981917
2016-06,5J,-0.98161871
2016-06,6J,-0.87239367
2016-06,7J,-0.76422715
2016-06,8J,-0.66631015
2016-06,9J,-0.58117082
2016-06,10J,-0.50837182
2016-06,20J,-0.15479015
2016-06,30J,-0.03442934
2016-07,1J,-0.710088
2016-07,2J,-0.90239623
2016-07,3J,-0.98720133
2016-07,4J,-0.97812805
2016-07,5J,-0.91970389
2016-07,6J,-0.8413588
2016-07,7J,-0.75889592
2016-07,8J,-0.67996075
2016-07,9J,-0.6077844
2016-07,10J,-0.54332497
2016-07,20J,-0.19847567
2016-07,30J,-0.07516839
2016-08,1J,-0.70069374
2016-08,2J,-0.86535537
2016-08,3J,-0.91809035
2016-08,4J,-0.88908291
2016-08,5J,-0.82215993
2016-08,6J,-0.74253674
2016-08,7J,-0.66268399
2016-08,8J,-0.58819209
2016-08,9J,-0.52113507
2016-08,10J,-0.46185548
2016-08,20J,-0.14988437
2016-08,30J,-0.03912744
2016-09,1J,-0.74157999
2016-09,2J,-0.92026196
2016-09,3J,-0.97156332
2016-09,4J,-0.94428604
2016-09,5J,-0.88118917
2016-09,6J,-0.80486492
2016-09,7J,-0.72670089
2016-09,8J,-0.65222081
2016-09,9J,-0.58383524
2016-09,10J,-0.52230522
2016-09,20J,-0.18336736
2016-09,30J,-0.05941458
2016-10,1J,-0.6159477
2016-10,2J,-0.78745335
2016-10,3J,-0.87186154
2016-10,4J,-0.85249286
2016-10,5J,-0.77680126
2016-10,6J,-0.68168006
2016-10,7J,-0.58687742
2016-10,8J,-0.5007679
2016-10,9J,-0.42575070000000004
2016-10,10J,-0.36153341
2016-10,20J,-0.04922999
2016-10,30J,0.05709742
2016-11,1J,-0.65332042
2016-11,2J,-0.82026613
2016-11,3J,-0.85582213
2016-11,4J,-0.77705559
2016-11,5J,-0.65006391
2016-11,6J,-0.51656643
2016-11,7J,-0.3949278
2016-11,8J,-0.29051750000000004
2016-11,9J,-0.20297633
2016-11,10J,-0.12998198
2016-11,20J,0.21195344
2016-11,30J,0.32704742
2016-12,1J,-0.63456941
2016-12,2J,-0.79321169
2016-12,3J,-0.83767786
2016-12,4J,-0.77169337
2016-12,5J,-0.65455172
2016-12,6J,-0.52637492
2016-12,7J,-0.40628785
2016-12,8J,-0.30098154
2016-12,9J,-0.21122896
2016-12,10J,-0.1354735
2016-12,20J,0.22610885
2016-12,30J,0.34855312
2017-01,1J,-0.65100887
2017-01,2J,-0.83464477
2017-01,3J,-0.86362595
2017-01,4J,-0.76859479
2017-01,5J,-0.62579628
2017-01,6J,-0.48011174
2017-01,7J,-0.34984457
2017-01,8J,-0.2394447
2017-01,9J,-0.1476749
2017-01,10J,-0.07158497
2017-01,20J,0.28241971
2017-01,30J,0.40138162
2017-02,1J,-0.66859121
2017-02,2J,-0.87355566
2017-02,3J,-0.93770866
2017-02,4J,-0.87388441
2017-02,5J,-0.75180722
2017-02,6J,-0.61737678
2017-02,7J,-0.49196174
2017-02,8J,-0.38272707
2017-02,9J,-0.29025677
2017-02,10J,-0.21265949
2017-02,20J,0.15390922
2017-02,30J,0.27759578
2017-03,1J,-0.62924707
2017-03,2J,-0.7730475
2017-03,3J,-0.79908513
2017-03,4J,-0.71845463
2017-03,5J,-0.59416637
2017-03,6J,-0.46567434
2017-03,7J,-0.34982559999999996
