Date,D0,Value
1995-07,10J,4.859
1995-07,20J,5.127000000000001
1995-07,30J,
1995-08,1J,3.065
1995-08,2J,3.4610000000000003
1995-08,3J,3.748
1995-08,4J,3.9760000000000004
1995-08,5J,4.164
1995-08,6J,4.319
1995-08,7J,4.449
1995-08,8J,4.558
1995-08,9J,4.651
1995-08,10J,4.73
1995-08,20J,5.135
1995-08,30J,
1995-09,1J,2.58
1995-09,2J,2.945
1995-09,3J,3.248
1995-09,4J,3.52
1995-09,5J,3.761
1995-09,6J,3.971
1995-09,7J,4.1530000000000005
1995-09,8J,4.308
1995-09,9J,4.441
1995-09,10J,4.555
1995-09,20J,5.129
1995-09,30J,
1995-10,1J,2.187
1995-10,2J,2.758
1995-10,3J,3.117
1995-10,4J,3.392
1995-10,5J,3.623
1995-10,6J,3.821
1995-10,7J,3.992
1995-10,8J,4.14
1995-10,9J,4.268
1995-10,10J,4.38
1995-10,20J,4.967
1995-10,30J,
1995-11,1J,1.896
1995-11,2J,2.259
1995-11,3J,2.68
1995-11,4J,3.043
1995-11,5J,3.3310000000000004
1995-11,6J,3.554
1995-11,7J,3.727
1995-11,8J,3.862
1995-11,9J,3.97
1995-11,10J,4.0569999999999995
1995-11,20J,4.455
1995-11,30J,
1995-12,1J,1.7830000000000001
1995-12,2J,2.278
1995-12,3J,2.75
1995-12,4J,3.123
1995-12,5J,3.405
1995-12,6J,3.6189999999999998
1995-12,7J,3.782
1995-12,8J,3.909
1995-12,9J,4.01
1995-12,10J,4.09
1995-12,20J,4.43
1995-12,30J,
1996-01,1J,1.798
1996-01,2J,2.242
1996-01,3J,2.69
1996-01,4J,3.092
1996-01,5J,3.4330000000000003
1996-01,6J,3.717
1996-01,7J,3.951
1996-01,8J,4.144
1996-01,9J,4.303999999999999
1996-01,10J,4.437
1996-01,20J,5.078
1996-01,30J,
1996-02,1J,1.883
1996-02,2J,2.378
1996-02,3J,2.779
1996-02,4J,3.114
1996-02,5J,3.3989999999999996
1996-02,6J,3.645
1996-02,7J,3.859
1996-02,8J,4.047
1996-02,9J,4.212
1996-02,10J,4.3580000000000005
1996-02,20J,5.184
1996-02,30J,
1996-03,1J,1.829
1996-03,2J,2.2230000000000003
1996-03,3J,2.633
1996-03,4J,3.011
1996-03,5J,3.344
1996-03,6J,3.6310000000000002
1996-03,7J,3.875
1996-03,8J,4.082
1996-03,9J,4.257
1996-03,10J,4.406000000000001
1996-03,20J,5.144
1996-03,30J,
1996-04,1J,1.867
1996-04,2J,2.17
1996-04,3J,2.5340000000000003
1996-04,4J,2.8960000000000004
1996-04,5J,3.228
1996-04,6J,3.52
1996-04,7J,3.773
1996-04,8J,3.989
1996-04,9J,4.172
1996-04,10J,4.329
1996-04,20J,5.109
1996-04,30J,
1996-05,1J,2.6489999999999996
1996-05,2J,2.91
1996-05,3J,3.21
1996-05,4J,3.4989999999999997
1996-05,5J,3.762
1996-05,6J,3.997
1996-05,7J,4.204
1996-05,8J,4.386
1996-05,9J,4.544
1996-05,10J,4.6819999999999995
1996-05,20J,5.417999999999999
1996-05,30J,
1996-06,1J,2.594
1996-06,2J,2.761
1996-06,3J,3.13
1996-06,4J,3.5010000000000003
1996-06,5J,3.813
1996-06,6J,4.061
1996-06,7J,4.254
1996-06,8J,4.407
1996-06,9J,4.5280000000000005
1996-06,10J,4.627
1996-06,20J,5.0760000000000005
1996-06,30J,
1996-07,1J,2.517
1996-07,2J,2.73
1996-07,3J,3.0669999999999997
1996-07,4J,3.4010000000000002
1996-07,5J,3.695
1996-07,6J,3.9410000000000003
1996-07,7J,4.144
1996-07,8J,4.311
1996-07,9J,4.448
1996-07,10J,4.561
1996-07,20J,5.093999999999999
1996-07,30J,
1996-08,1J,2.206
1996-08,2J,2.503
1996-08,3J,2.8710000000000004
1996-08,4J,3.22
1996-08,5J,3.5269999999999997
1996-08,6J,3.7880000000000003
1996-08,7J,4.006
1996-08,8J,4.188
1996-08,9J,4.34
1996-08,10J,4.467
1996-08,20J,5.08
1996-08,30J,
1996-09,1J,1.7719999999999998
1996-09,2J,2.201
1996-09,3J,2.5810000000000004
1996-09,4J,2.928
1996-09,5J,3.237
1996-09,6J,3.508
1996-09,7J,3.741
1996-09,8J,3.94
1996-09,9J,4.111000000000001
1996-09,10J,4.256
1996-09,20J,4.988
1996-09,30J,
1996-10,1J,1.7480000000000002
1996-10,2J,1.9969999999999999
1996-10,3J,2.3680000000000003
1996-10,4J,2.7430000000000003
1996-10,5J,3.0839999999999996
1996-10,6J,3.3789999999999996
1996-10,7J,3.63
1996-10,8J,3.841
1996-10,9J,4.0169999999999995
1996-10,10J,4.166
1996-10,20J,4.885
1996-10,30J,
1996-11,1J,2.0669999999999997
1996-11,2J,2.249
1996-11,3J,2.565
1996-11,4J,2.9010000000000002
1996-11,5J,3.2110000000000003
1996-11,6J,3.4789999999999996
1996-11,7J,3.707
1996-11,8J,3.897
1996-11,9J,4.0569999999999995
1996-11,10J,4.191
1996-11,20J,4.835
1996-11,30J,
1996-12,1J,1.723
1996-12,2J,2.049
1996-12,3J,2.4019999999999997
1996-12,4J,2.7430000000000003
1996-12,5J,3.056
1996-12,6J,3.3339999999999996
1996-12,7J,3.577
1996-12,8J,3.787
1996-12,9J,3.969
1996-12,10J,4.125
1996-12,20J,4.919
1996-12,30J,
1997-01,1J,1.6869999999999998
1997-01,2J,1.98
1997-01,3J,2.305
1997-01,4J,2.625
1997-01,5J,2.9219999999999997
1997-01,6J,3.1889999999999996
1997-01,7J,3.424
1997-01,8J,3.628
1997-01,9J,3.805
1997-01,10J,3.9589999999999996
1997-01,20J,4.75
1997-01,30J,
1997-02,1J,1.571
1997-02,2J,1.726
1997-02,3J,1.9680000000000002
1997-02,4J,2.237
1997-02,5J,2.501
1997-02,6J,2.7489999999999997
1997-02,7J,2.9739999999999998
1997-02,8J,3.176
1997-02,9J,3.3560000000000003
1997-02,10J,3.517
1997-02,20J,4.441
1997-02,30J,
1997-03,1J,1.72
1997-03,2J,1.953
1997-03,3J,2.238
1997-03,4J,2.531
1997-03,5J,2.8110000000000004
1997-03,6J,3.068
1997-03,7J,3.299
1997-03,8J,3.5060000000000002
1997-03,9J,3.69
1997-03,10J,3.853
1997-03,20J,4.793
1997-03,30J,
1997-04,1J,1.7719999999999998
1997-04,2J,1.8619999999999999
1997-04,3J,2.105
1997-04,4J,2.397
1997-04,5J,2.688
1997-04,6J,2.96
1997-04,7J,3.2030000000000003
1997-04,8J,3.418
1997-04,9J,3.6060000000000003
1997-04,10J,3.7689999999999997
1997-04,20J,4.6160000000000005
1997-04,30J,
1997-05,1J,1.287
1997-05,2J,1.594
1997-05,3J,1.9369999999999998
1997-05,4J,2.2569999999999997
1997-05,5J,2.5469999999999997
1997-05,6J,2.806
1997-05,7J,3.036
1997-05,8J,3.241
1997-05,9J,3.423
1997-05,10J,3.5860000000000003
1997-05,20J,4.5280000000000005
1997-05,30J,
1997-06,1J,1.406
1997-06,2J,1.653
1997-06,3J,1.93
1997-06,4J,2.213
1997-06,5J,2.484
1997-06,6J,2.736
1997-06,7J,2.966
1997-06,8J,3.173
1997-06,9J,3.358
1997-06,10J,3.522
1997-06,20J,4.435
1997-06,30J,
1997-07,1J,1.5519999999999998
1997-07,2J,1.743
1997-07,3J,2.019
1997-07,4J,2.307
1997-07,5J,2.582
1997-07,6J,2.8339999999999996
1997-07,7J,3.06
1997-07,8J,3.259
1997-07,9J,3.4330000000000003
1997-07,10J,3.585
1997-07,20J,4.388999999999999
1997-07,30J,
1997-08,1J,1.608
1997-08,2J,1.868
1997-08,3J,2.174
1997-08,4J,2.469
1997-08,5J,2.74
1997-08,6J,2.9810000000000003
1997-08,7J,3.195
1997-08,8J,3.383
1997-08,9J,3.548
1997-08,10J,3.6919999999999997
1997-08,20J,4.468999999999999
1997-08,30J,
1997-09,1J,1.7180000000000002
1997-09,2J,2.002
1997-09,3J,2.298
1997-09,4J,2.574
1997-09,5J,2.822
1997-09,6J,3.0439999999999996
1997-09,7J,3.24
1997-09,8J,3.4139999999999997
1997-09,9J,3.568
1997-09,10J,3.7039999999999997
1997-09,20J,4.47
1997-09,30J,
1997-10,1J,2.006
1997-10,2J,2.24
1997-10,3J,2.491
1997-10,4J,2.73
1997-10,5J,2.948
1997-10,6J,3.142
1997-10,7J,3.315
1997-10,8J,3.467
1997-10,9J,3.6010000000000004
1997-10,10J,3.719
1997-10,20J,4.3660000000000005
1997-10,30J,
1997-11,1J,1.953
1997-11,2J,2.13
1997-11,3J,2.386
1997-11,4J,2.6430000000000002
1997-11,5J,2.8789999999999996
1997-11,6J,3.089
1997-11,7J,3.273
1997-11,8J,3.4330000000000003
1997-11,9J,3.572
1997-11,10J,3.6919999999999997
1997-11,20J,4.319
1997-11,30J,
1997-12,1J,1.6580000000000001
1997-12,2J,1.883
1997-12,3J,2.136
1997-12,4J,2.384
1997-12,5J,2.614
1997-12,6J,2.821
1997-12,7J,3.0060000000000002
1997-12,8J,3.1710000000000003
1997-12,9J,3.3160000000000003
1997-12,10J,3.445
1997-12,20J,4.167
1997-12,30J,4.445
1998-01,1J,1.4069999999999998
1998-01,2J,1.5830000000000002
1998-01,3J,1.8090000000000002
1998-01,4J,2.039
1998-01,5J,2.256
1998-01,6J,2.455
1998-01,7J,2.636
1998-01,8J,2.801
1998-01,9J,2.949
1998-01,10J,3.0839999999999996
1998-01,20J,3.917
1998-01,30J,4.284
1998-02,1J,1.128
1998-02,2J,1.369
1998-02,3J,1.619
1998-02,4J,1.86
1998-02,5J,2.084
1998-02,6J,2.291
1998-02,7J,2.481
1998-02,8J,2.656
1998-02,9J,2.8160000000000003
1998-02,10J,2.964
1998-02,20J,3.9360000000000004
1998-02,30J,4.408
1998-03,1J,1.568
1998-03,2J,1.758
1998-03,3J,1.946
1998-03,4J,2.131
1998-03,5J,2.313
1998-03,6J,2.488
1998-03,7J,2.657
1998-03,8J,2.8169999999999997
1998-03,9J,2.968
1998-03,10J,3.109
1998-03,20J,4.065
1998-03,30J,4.51
1998-04,1J,1.715
1998-04,2J,1.9809999999999999
1998-04,3J,2.205
1998-04,4J,2.403
1998-04,5J,2.585
1998-04,6J,2.7560000000000002
1998-04,7J,2.9160000000000004
1998-04,8J,3.068
1998-04,9J,3.2110000000000003
1998-04,10J,3.344
1998-04,20J,4.255
1998-04,30J,4.677
1998-05,1J,1.72
1998-05,2J,1.921
1998-05,3J,2.1109999999999998
1998-05,4J,2.291
1998-05,5J,2.461
1998-05,6J,2.622
1998-05,7J,2.773
1998-05,8J,2.9160000000000004
1998-05,9J,3.051
1998-05,10J,3.179
1998-05,20J,4.137
1998-05,30J,4.712
1998-06,1J,2.117
1998-06,2J,2.2159999999999997
1998-06,3J,2.333
1998-06,4J,2.4659999999999997
1998-06,5J,2.608
1998-06,6J,2.7539999999999996
1998-06,7J,2.8989999999999996
1998-06,8J,3.0410000000000004
1998-06,9J,3.178
1998-06,10J,3.3080000000000003
1998-06,20J,4.228
1998-06,30J,4.6739999999999995
1998-07,1J,1.982
1998-07,2J,2.0669999999999997
1998-07,3J,2.198
1998-07,4J,2.347
1998-07,5J,2.499
1998-07,6J,2.6489999999999996
1998-07,7J,2.7939999999999996
1998-07,8J,2.932
1998-07,9J,3.0639999999999996
1998-07,10J,3.19
1998-07,20J,4.12
1998-07,30J,4.641
1998-08,1J,1.59
1998-08,2J,1.756
1998-08,3J,1.9240000000000002
1998-08,4J,2.089
1998-08,5J,2.25
1998-08,6J,2.407
1998-08,7J,2.559
1998-08,8J,2.7060000000000004
1998-08,9J,2.8489999999999998
1998-08,10J,2.988
1998-08,20J,4.156000000000001
1998-08,30J,4.703
1998-09,1J,1.722
1998-09,2J,1.74
1998-09,3J,1.785
1998-09,4J,1.922
1998-09,5J,2.115
1998-09,6J,2.329
1998-09,7J,2.542
1998-09,8J,2.742
1998-09,9J,2.924
1998-09,10J,3.0860000000000003
1998-09,20J,3.964
1998-09,30J,4.281000000000001
1998-10,1J,1.3980000000000001
1998-10,2J,1.484
1998-10,3J,1.5730000000000002
1998-10,4J,1.7309999999999999
1998-10,5J,1.9340000000000002
1998-10,6J,2.1519999999999997
1998-10,7J,2.3680000000000003
1998-10,8J,2.569
1998-10,9J,2.7510000000000003
1998-10,10J,2.9139999999999997
1998-10,20J,3.7960000000000003
1998-10,30J,4.115
1998-11,1J,1.6840000000000002
1998-11,2J,1.7469999999999999
1998-11,3J,1.788
1998-11,4J,1.847
1998-11,5J,1.935
1998-11,6J,2.05
1998-11,7J,2.186
1998-11,8J,2.338
1998-11,9J,2.497
1998-11,10J,2.659
1998-11,20J,3.9739999999999998
1998-11,30J,4.651
1998-12,1J,1.7530000000000001
1998-12,2J,1.7280000000000002
1998-12,3J,1.719
1998-12,4J,1.805
1998-12,5J,1.946
1998-12,6J,2.11
1998-12,7J,2.276
1998-12,8J,2.434
1998-12,9J,2.58
1998-12,10J,2.71
1998-12,20J,3.425
1998-12,30J,4.783
1999-01,1J,1.381
1999-01,2J,1.568
1999-01,3J,1.656
1999-01,4J,1.735
1999-01,5J,1.831
1999-01,6J,1.9509999999999998
1999-01,7J,2.089
1999-01,8J,2.24
1999-01,9J,2.397
1999-01,10J,2.555
1999-01,20J,3.7760000000000002
1999-01,30J,4.373
1999-02,1J,1.2930000000000001
1999-02,2J,1.4909999999999999
1999-02,3J,1.632
1999-02,4J,1.744
1999-02,5J,1.854
1999-02,6J,1.974
1999-02,7J,2.1069999999999998
1999-02,8J,2.25
1999-02,9J,2.399
1999-02,10J,2.55
1999-02,20J,3.784
1999-02,30J,4.426
1999-03,1J,1.375
1999-03,2J,1.554
1999-03,3J,1.6640000000000001
1999-03,4J,1.764
1999-03,5J,1.875
1999-03,6J,2.002
1999-03,7J,2.1430000000000002
1999-03,8J,2.294
1999-03,9J,2.449
1999-03,10J,2.6039999999999996
1999-03,20J,3.815
1999-03,30J,4.416
1999-04,1J,1.171
1999-04,2J,1.376
1999-04,3J,1.537
1999-04,4J,1.68
1999-04,5J,1.819
1999-04,6J,1.959
1999-04,7J,2.101
1999-04,8J,2.245
1999-04,9J,2.39
1999-04,10J,2.5340000000000003
1999-04,20J,3.705
1999-04,30J,4.346
1999-05,1J,1.17
1999-05,2J,1.41
1999-05,3J,1.6159999999999999
1999-05,4J,1.8030000000000002
1999-05,5J,1.976
1999-05,6J,2.1390000000000002
1999-05,7J,2.294
1999-05,8J,2.443
1999-05,9J,2.585
1999-05,10J,2.72
1999-05,20J,3.775
1999-05,30J,4.414
1999-06,1J,1.588
1999-06,2J,1.929
1999-06,3J,2.138
1999-06,4J,2.282
1999-06,5J,2.398
1999-06,6J,2.503
1999-06,7J,2.608
1999-06,8J,2.714
1999-06,9J,2.824
1999-06,10J,2.937
1999-06,20J,3.97
1999-06,30J,4.624
1999-07,1J,1.676
1999-07,2J,2.092
1999-07,3J,2.299
1999-07,4J,2.426
1999-07,5J,2.528
1999-07,6J,2.6260000000000003
1999-07,7J,2.7260000000000004
1999-07,8J,2.83
1999-07,9J,2.9360000000000004
1999-07,10J,3.0439999999999996
1999-07,20J,4.0089999999999995
1999-07,30J,4.677
1999-08,1J,1.72
1999-08,2J,2.204
1999-08,3J,2.456
1999-08,4J,2.603
1999-08,5J,2.708
1999-08,6J,2.799
1999-08,7J,2.888
1999-08,8J,2.9789999999999996
1999-08,9J,3.073
1999-08,10J,3.1689999999999996
1999-08,20J,4.016
1999-08,30J,4.529
1999-09,1J,2.11
1999-09,2J,2.5269999999999997
1999-09,3J,2.7239999999999998
1999-09,4J,2.845
1999-09,5J,2.944
1999-09,6J,3.0389999999999997
1999-09,7J,3.135
1999-09,8J,3.233
1999-09,9J,3.33
1999-09,10J,3.427
1999-09,20J,4.199
1999-09,30J,4.647
1999-10,1J,2.536
1999-10,2J,2.991
1999-10,3J,3.1039999999999996
1999-10,4J,3.148
1999-10,5J,3.196
1999-10,6J,3.263
1999-10,7J,3.345
1999-10,8J,3.4360000000000004
1999-10,9J,3.53
1999-10,10J,3.625
1999-10,20J,4.379
1999-10,30J,4.792
1999-11,1J,2.435
1999-11,2J,2.8339999999999996
1999-11,3J,2.9330000000000003
1999-11,4J,2.9960000000000004
1999-11,5J,3.083
1999-11,6J,3.196
1999-11,7J,3.322
1999-11,8J,3.451
1999-11,9J,3.575
1999-11,10J,3.69
1999-11,20J,4.362
1999-11,30J,4.614
1999-12,1J,2.17
1999-12,2J,2.539
1999-12,3J,2.715
1999-12,4J,2.8510000000000004
1999-12,5J,2.986
1999-12,6J,3.123
1999-12,7J,3.2569999999999997
1999-12,8J,3.386
1999-12,9J,3.5060000000000002
1999-12,10J,3.617
1999-12,20J,4.276
1999-12,30J,4.535
2000-01,1J,2.5380000000000003
2000-01,2J,2.8289999999999997
2000-01,3J,3.0269999999999997
2000-01,4J,3.177
2000-01,5J,3.302
2000-01,6J,3.4139999999999997
2000-01,7J,3.516
2000-01,8J,3.611
2000-01,9J,3.7
2000-01,10J,3.784
2000-01,20J,4.368
2000-01,30J,4.657
2000-02,1J,2.984
2000-02,2J,3.25
2000-02,3J,3.324
2000-02,4J,3.38
2000-02,5J,3.45
2000-02,6J,3.532
2000-02,7J,3.6189999999999998
2000-02,8J,3.7060000000000004
2000-02,9J,3.79
2000-02,10J,3.8680000000000003
2000-02,20J,4.369
2000-02,30J,4.581
2000-03,1J,3.4589999999999996
2000-03,2J,3.637
2000-03,3J,3.6460000000000004
2000-03,4J,3.67
2000-03,5J,3.7289999999999996
2000-03,6J,3.812
2000-03,7J,3.903
2000-03,8J,3.9939999999999998
2000-03,9J,4.078
2000-03,10J,4.155
2000-03,20J,4.572
2000-03,30J,4.7219999999999995
2000-04,1J,3.612
2000-04,2J,3.765
2000-04,3J,3.799
2000-04,4J,3.82
2000-04,5J,3.8489999999999998
2000-04,6J,3.887
2000-04,7J,3.931
2000-04,8J,3.9789999999999996
2000-04,9J,4.0280000000000005
2000-04,10J,4.0760000000000005
2000-04,20J,4.465
2000-04,30J,4.692
2000-05,1J,3.721
2000-05,2J,3.8789999999999996
2000-05,3J,3.888
2000-05,4J,3.8989999999999996
2000-05,5J,3.931
2000-05,6J,3.977
2000-05,7J,4.029
2000-05,8J,4.084
2000-05,9J,4.138
2000-05,10J,4.19
2000-05,20J,4.539
2000-05,30J,4.694
2000-06,1J,3.738
2000-06,2J,3.8
2000-06,3J,3.783
2000-06,4J,3.781
2000-06,5J,3.799
2000-06,6J,3.832
2000-06,7J,3.872
2000-06,8J,3.9160000000000004
2000-06,9J,3.9619999999999997
2000-06,10J,4.008
2000-06,20J,4.395
2000-06,30J,4.6419999999999995
2000-07,1J,3.9010000000000002
2000-07,2J,3.943
2000-07,3J,3.883
2000-07,4J,3.847
2000-07,5J,3.841
2000-07,6J,3.8539999999999996
2000-07,7J,3.8789999999999996
2000-07,8J,3.909
2000-07,9J,3.9419999999999997
2000-07,10J,3.9760000000000004
2000-07,20J,4.261
2000-07,30J,4.43
2000-08,1J,3.843
2000-08,2J,3.804
2000-08,3J,3.721
2000-08,4J,3.685
2000-08,5J,3.6839999999999997
2000-08,6J,3.702
2000-08,7J,3.7310000000000003
2000-08,8J,3.765
2000-08,9J,3.802
2000-08,10J,3.84
2000-08,20J,4.177
2000-08,30J,4.401
2000-09,1J,3.633
2000-09,2J,3.615
2000-09,3J,3.6189999999999998
2000-09,4J,3.654
2000-09,5J,3.702
2000-09,6J,3.7539999999999996
2000-09,7J,3.807
2000-09,8J,3.858
2000-09,9J,3.907
2000-09,10J,3.9539999999999997
2000-09,20J,4.284
2000-09,30J,4.449
2000-10,1J,3.5980000000000003
2000-10,2J,3.5780000000000003
2000-10,3J,3.585
2000-10,4J,3.623
2000-10,5J,3.6719999999999997
2000-10,6J,3.7260000000000004
2000-10,7J,3.779
2000-10,8J,3.8310000000000004
2000-10,9J,3.88
2000-10,10J,3.927
2000-10,20J,4.265
2000-10,30J,4.446000000000001
2000-11,1J,3.6069999999999998
2000-11,2J,3.614
2000-11,3J,3.576
2000-11,4J,3.568
2000-11,5J,3.583
2000-11,6J,3.613
2000-11,7J,3.6489999999999996
2000-11,8J,3.6889999999999996
2000-11,9J,3.73
2000-11,10J,3.7710000000000004
2000-11,20J,4.115
2000-11,30J,4.325
2000-12,1J,3.2769999999999997
2000-12,2J,3.2319999999999998
2000-12,3J,3.22
2000-12,4J,3.236
2000-12,5J,3.2710000000000004
2000-12,6J,3.319
2000-12,7J,3.3739999999999997
2000-12,8J,3.4330000000000003
2000-12,9J,3.4930000000000003
2000-12,10J,3.552
2000-12,20J,3.983
2000-12,30J,4.188
2001-01,1J,3.225
2001-01,2J,3.162
2001-01,3J,3.145
2001-01,4J,3.158
2001-01,5J,3.193
2001-01,6J,3.242
2001-01,7J,3.3
2001-01,8J,3.364
2001-01,9J,3.43
2001-01,10J,3.497
2001-01,20J,4.02
2001-01,30J,4.28
2001-02,1J,3.253
2001-02,2J,3.156
2001-02,3J,3.122
2001-02,4J,3.1319999999999997
2001-02,5J,3.1689999999999996
2001-02,6J,3.222
2001-02,7J,3.285
2001-02,8J,3.3539999999999996
2001-02,9J,3.423
2001-02,10J,3.492
2001-02,20J,4.013
2001-02,30J,4.2669999999999995
2001-03,1J,3.0380000000000003
2001-03,2J,2.9960000000000004
2001-03,3J,2.9960000000000004
2001-03,4J,3.013
2001-03,5J,3.0439999999999996
2001-03,6J,3.0869999999999997
2001-03,7J,3.139
2001-03,8J,3.198
2001-03,9J,3.261
2001-03,10J,3.327
2001-03,20J,3.925
2001-03,30J,4.294
2001-04,1J,3.1430000000000002
2001-04,2J,3.1630000000000003
2001-04,3J,3.181
2001-04,4J,3.205
2001-04,5J,3.239
2001-04,6J,3.284
2001-04,7J,3.3369999999999997
2001-04,8J,3.397
2001-04,9J,3.4610000000000003
2001-04,10J,3.529
2001-04,20J,4.141
2001-04,30J,4.496
2001-05,1J,3.167
2001-05,2J,3.175
2001-05,3J,3.1910000000000003
2001-05,4J,3.221
2001-05,5J,3.262
2001-05,6J,3.3110000000000004
2001-05,7J,3.3680000000000003
2001-05,8J,3.428
2001-05,9J,3.491
2001-05,10J,3.556
2001-05,20J,4.14
2001-05,30J,4.519
2001-06,1J,3.128
2001-06,2J,3.103
2001-06,3J,3.093
2001-06,4J,3.102
2001-06,5J,3.127
2001-06,6J,3.1639999999999997
2001-06,7J,3.2110000000000003
2001-06,8J,3.264
2001-06,9J,3.322
2001-06,10J,3.383
2001-06,20J,3.972
2001-06,30J,4.369
2001-07,1J,3.0980000000000003
2001-07,2J,3.045
2001-07,3J,3.0269999999999997
2001-07,4J,3.037
2001-07,5J,3.0669999999999997
2001-07,6J,3.111
2001-07,7J,3.165
2001-07,8J,3.225
2001-07,9J,3.29
2001-07,10J,3.3569999999999998
2001-07,20J,3.9539999999999997
2001-07,30J,4.314
2001-08,1J,2.807
2001-08,2J,2.8139999999999996
2001-08,3J,2.8789999999999996
2001-08,4J,2.943
2001-08,5J,3.003
2001-08,6J,3.0639999999999996
2001-08,7J,3.1260000000000003
2001-08,8J,3.1889999999999996
2001-08,9J,3.253
2001-08,10J,3.3169999999999997
2001-08,20J,3.87
2001-08,30J,4.211
2001-09,1J,2.261
2001-09,2J,2.426
2001-09,3J,2.571
2001-09,4J,2.7030000000000003
2001-09,5J,2.824
2001-09,6J,2.935
2001-09,7J,3.0380000000000003
2001-09,8J,3.133
2001-09,9J,3.221
2001-09,10J,3.302
2001-09,20J,3.86
2001-09,30J,4.151
2001-10,1J,1.8559999999999999
2001-10,2J,2.0580000000000003
2001-10,3J,2.251
2001-10,4J,2.406
2001-10,5J,2.535
2001-10,6J,2.648
2001-10,7J,2.7489999999999997
2001-10,8J,2.841
2001-10,9J,2.926
2001-10,10J,3.005
2001-10,20J,3.577
2001-10,30J,3.915
2001-11,1J,2.147
2001-11,2J,2.376
2001-11,3J,2.536
2001-11,4J,2.6719999999999997
2001-11,5J,2.792
2001-11,6J,2.9019999999999997
2001-11,7J,3.002
2001-11,8J,3.095
2001-11,9J,3.181
2001-11,10J,3.261
2001-11,20J,3.8160000000000003
2001-11,30J,4.113
2001-12,1J,2.1069999999999998
2001-12,2J,2.454
2001-12,3J,2.72
2001-12,4J,2.927
2001-12,5J,3.089
2001-12,6J,3.219
2001-12,7J,3.326
2001-12,8J,3.4139999999999997
2001-12,9J,3.49
2001-12,10J,3.555
2001-12,20J,3.977
2001-12,30J,4.223
2002-01,1J,2.117
2002-01,2J,2.575
2002-01,3J,2.878
2002-01,4J,3.082
2002-01,5J,3.225
2002-01,6J,3.3289999999999997
2002-01,7J,3.41
2002-01,8J,3.477
2002-01,9J,3.536
2002-01,10J,3.59
2002-01,20J,4.024
2002-01,30J,4.3
2002-02,1J,2.128
2002-02,2J,2.476
2002-02,3J,2.748
2002-02,4J,2.9610000000000003
2002-02,5J,3.13
2002-02,6J,3.265
2002-02,7J,3.3760000000000003
2002-02,8J,3.467
2002-02,9J,3.5439999999999996
2002-02,10J,3.61
2002-02,20J,4.016
2002-02,30J,4.261
2002-03,1J,2.112
2002-03,2J,2.592
2002-03,3J,2.892
2002-03,4J,3.088
2002-03,5J,3.227
2002-03,6J,3.3339999999999996
2002-03,7J,3.4219999999999997
2002-03,8J,3.4989999999999997
2002-03,9J,3.57
2002-03,10J,3.636
2002-03,20J,4.093
2002-03,30J,4.3069999999999995
2002-04,1J,2.011
2002-04,2J,2.381
2002-04,3J,2.658
2002-04,4J,2.87
2002-04,5J,3.035
2002-04,6J,3.168
2002-04,7J,3.278
2002-04,8J,3.372
2002-04,9J,3.4539999999999997
2002-04,10J,3.528
2002-04,20J,4.04
2002-04,30J,4.336
2002-05,1J,1.73
2002-05,2J,2.1919999999999997
2002-05,3J,2.509
2002-05,4J,2.739
2002-05,5J,2.915
2002-05,6J,3.057
2002-05,7J,3.178
2002-05,8J,3.284
2002-05,9J,3.3789999999999996
2002-05,10J,3.465
2002-05,20J,4.0280000000000005
2002-05,30J,4.283
2002-06,1J,1.659
2002-06,2J,2.072
2002-06,3J,2.355
2002-06,4J,2.562
2002-06,5J,2.727
2002-06,6J,2.865
2002-06,7J,2.988
2002-06,8J,3.1
2002-06,9J,3.2030000000000003
2002-06,10J,3.299
2002-06,20J,3.96
2002-06,30J,4.271
2002-07,1J,1.078
2002-07,2J,1.56
2002-07,3J,1.939
2002-07,4J,2.244
2002-07,5J,2.494
2002-07,6J,2.701
2002-07,7J,2.8739999999999997
2002-07,8J,3.0189999999999997
2002-07,9J,3.1430000000000002
2002-07,10J,3.248
2002-07,20J,3.786
2002-07,30J,3.9789999999999996
2002-08,1J,0.934
2002-08,2J,1.3840000000000001
2002-08,3J,1.776
2002-08,4J,2.1
2002-08,5J,2.3680000000000003
2002-08,6J,2.591
2002-08,7J,2.779
2002-08,8J,2.938
2002-08,9J,3.075
2002-08,10J,3.1919999999999997
2002-08,20J,3.806
2002-08,30J,4.032
2002-09,1J,0.9790000000000001
2002-09,2J,1.275
2002-09,3J,1.5390000000000001
2002-09,4J,1.776
2002-09,5J,1.989
2002-09,6J,2.1790000000000003
2002-09,7J,2.349
2002-09,8J,2.501
2002-09,9J,2.638
2002-09,10J,2.761
2002-09,20J,3.498
2002-09,30J,3.878
2002-10,1J,0.71
2002-10,2J,1.072
2002-10,3J,1.4240000000000002
2002-10,4J,1.7309999999999999
2002-10,5J,1.994
2002-10,6J,2.22
2002-10,7J,2.415
2002-10,8J,2.5839999999999996
2002-10,9J,2.733
2002-10,10J,2.863
2002-10,20J,3.6
2002-10,30J,3.8939999999999997
2002-11,1J,0.9229999999999999
2002-11,2J,1.224
2002-11,3J,1.4969999999999999
2002-11,4J,1.743
2002-11,5J,1.966
2002-11,6J,2.167
2002-11,7J,2.349
2002-11,8J,2.515
2002-11,9J,2.6639999999999997
2002-11,10J,2.799
